title,description,location,lat,lng,pubDate,guid,imgLink,actURL
Chronixx,The Jamaican reggae star proudly carries the torch of his country's roots reggae legends.,Spanish Town,30.4547412,-91.1835428,"Wed, 27 Sep 2017 10:14:00 -0400",8351398a-f628-4187-926e-1b4806d5a498,https://media.npr.org/assets/img/2017/09/27/chronixx_ldoyle_wide-90ac306b57e0a7fbb6b4c4c30c4c9423cfa18006.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2017/09/20170927_ascvid_chronixxpodcast-n.mp4?orgId=1&d=890&p=510292&story=553955203&t=podcast&e=553955203&ft=pod&f=510292
Jidenna,"The Nigerian-American MC and his band perform three reworked selections from Jidenna's impeccable debut album, <em>The Chief</em>.",Wisconsin Rapids,44.3835763,-89.8173465,"Tue, 05 Sep 2017 12:39:00 -0400",cf6d202b-9607-48f2-b44b-76bb3f072ca3,https://media.npr.org/assets/img/2017/08/30/jidenna_ldoyle_wide-661ce162d619d798212cec1ec82c05ff7910b67a.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2017/08/20170830_ascvid_jidennavidpodcast-n.mp4?orgId=1&d=747&p=510292&story=547340879&t=podcast&e=547340879&ft=pod&f=510292
Jason Isbell,"The Alabama singer-songwriter and his band perform three songs from <em>The Nashville Sound</em>, but their set includes a few surprises, too.",Green Hill,35.9749494,-96.1068643,"Mon, 28 Aug 2017 12:58:00 -0400",4b21e890-27a1-4eef-abc7-a0c5b6b9305d,https://media.npr.org/assets/img/2017/08/28/jasonisbell_charbage_wide-421f23069c2545df6a38910b9a671ad2ccaf04d5.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2017/08/20170825_ascvid_jasonisbellvidpodcast-n.mp4?orgId=1&d=1220&p=510292&story=546769541&t=podcast&e=546769541&ft=pod&f=510292
DJ Premier & The Badder Band,"One of hip-hop's most revered producers brings his songs to life behind the Tiny Desk, with the help of a 4-piece band.",Houston,29.7604267,-95.3698028,"Mon, 21 Aug 2017 09:00:00 -0400",ed73c51d-f1df-48ff-b636-ce18f2c4e306,https://media.npr.org/assets/img/2017/08/15/djpremier_ldoyle_wide-c3c012ef7631783981a940089f81ad25313d8231.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2017/08/20170817_ascvid_djpremiervidpodcast-n.mp4?orgId=1&d=1482&p=510292&story=543721733&t=podcast&e=543721733&ft=pod&f=510292
Maggie Rogers,"The Maryland singer-songwriter and viral star performs three of her best-known songs, including a sweet solo take on her career-making ""Alaska.""",Easton,40.0530885,-82.9151849,"Mon, 07 Aug 2017 09:01:29 -0400",9223bce6-8540-4ec2-82af-3b232f486135,https://media.npr.org/assets/img/2017/08/04/maggierogers_ldoyle_wide-3b4afa21394d6afe33c0f0d6c9bf358f76ed933b.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2017/08/20170804_ascvid_maggierogersvidpodcast-n.mp4?orgId=1&d=888&p=510292&story=541639604&t=podcast&e=541639604&ft=pod&f=510292
Diet Cig,"Diet Cig's songs crackle like Pop Rocks, but with a confrontational honesty and striking gravity — and on top of Bob Boilen's desk.",New Paltz,41.7475933,-74.0868095,"Thu, 03 Aug 2017 11:47:00 -0400",e2511655-2c25-4430-b793-82190afd42e6,https://media.npr.org/assets/img/2017/08/03/dietcig_charbage_wide-c7fa7cf764b68c9ff58c6f7b467c9d42e8c076a6.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2017/08/20170801_ascvid_dietcig-n.mp4?orgId=1&d=593&p=510292&story=541365933&t=podcast&e=541365933&ft=pod&f=510292
Aldous Harding,"Intensity in songs often expresses itself as volume – a loud guitar, a scream, a piercing synth line. But in the case of Aldous Harding it's in the spaces, the pauses, and her unique delivery.",Auckland,-36.8484597,174.7633315,"Fri, 28 Jul 2017 09:00:00 -0400",60a74c0a-716f-405e-a1ec-073dd2d9f890,https://media.npr.org/assets/img/2017/07/27/aldousharding_charbage_wide-6e59ec83728ee3fc09defb2769f716d8d9c87506.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2017/07/20170727_ascvid_aldousharding-n.mp4?orgId=1&d=4&p=510292&story=539831743&t=podcast&e=539831743&ft=pod&f=510292
The Shins,"James Mercer, the emotional and creative heart of The Shins, gives a moving performance at the Tiny Desk, with two new songs and a classic from the band's 2003 album <em>Chutes Too Narrow.</em>",Albuquerque,35.0843859,-106.650422,"Wed, 26 Jul 2017 11:16:00 -0400",fcd1d082-a1f6-42a1-a029-aec96619464a,https://media.npr.org/assets/img/2017/07/26/theshins_ljdoyle_wide-26ea7952182b312c4e29c37d12ae06f1e728471f.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2017/07/20170720_ascvid_theshins-n.mp4?orgId=1&d=615&p=510292&story=539504696&t=podcast&e=539504696&ft=pod&f=510292
Jay Som,"Melina Duterte may have played all the instruments on Jay Som's newest record, <em>Everybody Works</em>, but her touring band brought a rougher edge to those silky recordings.",Walnut Creek,37.9100783,-122.0651819,"Mon, 10 Jul 2017 11:06:00 -0400",42c2b54b-f548-48b7-a647-eac88b0eea83,https://media.npr.org/assets/img/2017/07/10/jaysom_ljdoyle_wide-90759462d3bebf6d5dda203fc9ca49ee1ac0e270.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2017/07/20170707_ascvid_jaysom-n.mp4?orgId=1&d=992&p=510292&story=536450293&t=podcast&e=536450293&ft=pod&f=510292
Chance The Rapper,"Chance The Rapper, fresh from a 23,000-strong, sold-out show the night before, brought a thoughtful and fresh take to his Tiny Desk concert.",Chicago,41.8781136,-87.6297982,"Wed, 05 Jul 2017 07:00:02 -0400",2369c535-2764-427d-8be8-70af83bb6ff1,https://media.npr.org/assets/img/2017/06/16/chancetherapper_charbage_wide-c1f4c14d8d2e6d74f320e0b7d82490a540bb78e3.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2017/06/20170616_ascvid_chancevidpodcast-n.mp4?orgId=1&d=787&p=510292&story=533259991&t=podcast&e=533259991&ft=pod&f=510292
Helado Negro,"Helado Negro ditches his bank of electronics for alto and tenor saxophones, bringing his utterly unique style to a intense, perfectly balanced Tiny Desk Concert.",Florida,27.6648274,-81.5157535,"Fri, 30 Jun 2017 13:20:00 -0400",466c2708-fbc2-452d-bd06-fb8ed65f7411,https://media.npr.org/assets/img/2017/06/30/heladonegro_charbage_wide-f0129ce3d0c7b66a0517e4254aaab8385094cae4.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2017/06/20170629_ascvid_heladonegrovidpod-n.mp4?orgId=1&d=908&p=510292&story=535035053&t=podcast&e=535035053&ft=pod&f=510292
Royal Thunder,"What happens when you ask a hard-rock band to unplug its thunder? It draws power from a raw, desperate vulnerability.",Atlanta,33.7489954,-84.3879824,"Tue, 30 May 2017 10:36:00 -0400",4b9f810e-c368-44f2-8f3b-2b68510d59f1,https://media.npr.org/assets/img/2017/05/30/royalthunder_charbage_wide-4490e9f215fb3bde8ea2d815ccca775d8e25be58.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2017/05/20170526_ascvid_royalthunder-n.mp4?orgId=1&d=869&p=510292&story=530717510&t=podcast&e=530717510&ft=pod&f=510292
Gabriel Garzan-Montano,"Gabriel Garzón-Montano spent three years writing and recording his beautiful, dense album <em>Jardin </em>-- but for his Tiny Desk visit, he stripped it all down to two elements, the piano and his voice.",Brooklyn,40.6781784,-73.9441579,"Fri, 26 May 2017 09:56:00 -0400",a65bcf72-de6b-42f7-8d50-0195cc329839,https://media.npr.org/assets/img/2017/05/26/gabrielgarciamontano_charbage_wide-a62ada426f7e4cd1305a56612c3d623b48833c00.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2017/05/20170525_ascvid_garzonmontano-n.mp4?orgId=1&d=674&p=510292&story=530194563&t=podcast&e=530194563&ft=pod&f=510292
Aimee Mann,"""This song is called 'You Never Loved Me' — it's another cheery, optimistic number,"" says Aimee Mann, introducing the second of four songs in this Tiny Desk Concert.",Richmond,37.5407246,-77.4360481,"Mon, 08 May 2017 11:14:00 -0400",add0a3f5-63bc-4625-abd8-4bdc88adac41,https://media.npr.org/assets/img/2017/05/08/aimeemann_mcarrasquero_wide-01a986c3165676578970689ffaa01409cf77c490.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2017/05/20170508_ascvid_aimeemann4-n.mp4?orgId=1&d=918&p=510292&story=527408738&t=podcast&e=527408738&ft=pod&f=510292
alt-J,I have a self-imposed rule for Tiny Desk Concerts: No artist can visit twice unless there's something wholly different about what they're doing. alt-J was happy to oblige.,Leeds,53.8007554,-1.5490774,"Mon, 24 Apr 2017 10:52:00 -0400",d28ed53a-68ac-47b6-b9a1-87d496b3269e,https://media.npr.org/assets/img/2017/04/24/altj_mcarrasquero_wide-de9abdde41db579aef3cd5f18dfe586827ce168a.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2017/04/20170421_ascvid_altjvidpodcast-n.mp4?orgId=1&d=1045&p=510292&story=525393162&t=podcast&e=525393162&ft=pod&f=510292
Chicano Batman,"Chicano Batman comes with a sound that perfectly captures dark lounges, <em>quinceñera</em> dances, car shows and backyard parties.",Los Angeles,34.0522342,-118.2436849,"Mon, 17 Apr 2017 13:07:00 -0400",070f4bc9-4872-411a-a17b-95f218706dd9,https://media.npr.org/assets/img/2017/04/17/chicanobatman_mcarrasquero_wide-0af9795355d311cac2f72b320b8b9f57adbd9217.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2017/04/20170417_ascvid_chicanobatmanvidpodcast-n.mp4?orgId=1&d=759&p=510292&story=524335123&t=podcast&e=524335123&ft=pod&f=510292
Maren Morris,"One of the newest Grammy winners stops by the Tiny Desk to share her winking, sometimes tongue-in-cheek songs.",Arlington,38.8816208,-77.0909809,"Mon, 06 Mar 2017 09:59:00 -0500",d6849b59-0b71-48de-a094-63bcaacc19da,https://media.npr.org/assets/img/2017/03/06/marenmorris_charbage_wide-e747debccf2f7739edf925ff0cdfbf3bac77354c.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2017/03/20170303_ascvid_marrenmorris-n.mp4?orgId=1&d=733&p=510292&story=518787540&t=podcast&e=518787540&ft=pod&f=510292
Ninet,One of Israel's very popular artists maybe be walking a similar path to early-career Joan Jett — she brought that same intensity to the Tiny Desk.,Israel,31.046051,34.851612,"Fri, 03 Mar 2017 09:53:00 -0500",5055526b-65fb-481c-bf0b-adb5bcad7b8f,https://media.npr.org/assets/img/2017/03/02/ninettayeb_mcarrasquero_wide-2408208213486b3374f652262adc2dfe3c18ff59.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2017/03/20170302_ascvid_ninetvidpodcast-n.mp4?orgId=1&d=754&p=510292&story=518178244&t=podcast&e=518178244&ft=pod&f=510292
Dirty Dozen Brass Band,"To celebrate Fat Tuesday, The Dirty Dozen Brass Band brought their euphoric horns to the Tiny Desk for a raucous, joyous set.",New Orleans,29.9510658,-90.0715323,"Tue, 28 Feb 2017 09:00:15 -0500",381e3615-883d-4400-a52e-18d0a4ecf811,https://media.npr.org/assets/img/2017/02/27/dirtydozen_charbage_wide-b34ef6fbef5d94a04e4da588164580a1cf09ca88.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2017/02/20170227_ascvid_dirtydozenvpodcast-n.mp4?orgId=1&d=1365&p=510292&story=517586221&t=podcast&e=517586221&ft=pod&f=510292
Agnes Obel,Agnes Obel manipulated the Tiny Desk to better suit the deeply alluring and powerful music she brought to us.,Gentofte,55.75311,12.5386957,"Wed, 15 Feb 2017 09:39:00 -0500",881d3907-a4bb-4f4c-9ad7-90c65fce7aeb,https://media.npr.org/assets/img/2017/02/14/agnesobel_rzaldivar_wide-d9207e720a7d98c7aec6c7a0ef09b3401587a6ce.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2017/02/20170214_ascvid_agnesobelvpodcast-n.mp4?orgId=1&d=809&p=510292&story=515199072&t=podcast&e=515199072&ft=pod&f=510292
Esme Patterson,"Esmé Patterson has dropped the banjos and folk from her previous project Paper Bird — in their place, electric guitars and a backing band worth getting behind.",Denver,39.7392358,-104.990251,"Fri, 10 Feb 2017 10:59:00 -0500",9bdd37f6-e31e-452a-b918-43c01e1e6c31,https://media.npr.org/assets/img/2017/02/10/esmepatterson_npr_wide-7569e8ee8f7c8187c263d42d106f243f8d81ec91.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2017/02/20170210_ascvid_epattersonvpodcast-n.mp4?orgId=1&d=713&p=510292&story=513260090&t=podcast&e=513260090&ft=pod&f=510292
D.R.A.M.,"The rapper/singer storms the NPR Music offices, activating his signature smile and bouncing through five highlights from his catalog — including the smash single ""Broccoli.""",Germany,51.165691,10.451526,"Wed, 01 Feb 2017 09:00:04 -0500",f9743dcf-6354-492c-b4ae-0dd13a93299f,https://media.npr.org/assets/img/2017/01/12/dram_charbage_wide-80c114f63d8aeab26e2d05c6836906b0fcc9a995.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2017/01/20170112_ascvid_dramvidpodcast-n.mp4?orgId=1&d=1260&p=510292&story=509502977&t=podcast&e=509502977&ft=pod&f=510292
BADBADNOTGOOD,"The jazz band, known for its soulful interpretations of songs by Nas and Ol' Dirty Bastard, plays its own new material live in the NPR Music offices.",Toronto,43.653226,-79.3831843,"Mon, 23 Jan 2017 12:03:00 -0500",7c7741eb-f81c-4b31-be26-d03e6b87283b,https://media.npr.org/assets/img/2017/01/23/badbadnotgood_charbage_wide-2c09feb7fd61b5add6fe9b52ea12f10f16a27462.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2017/01/20170123_ascvid_bbngvidpodcast-n.mp4?orgId=1&d=1313&p=510292&story=511210258&t=podcast&e=511210258&ft=pod&f=510292
Lila Downs,"With a voice that borrows heavily from opera, Downs performs the kind of full-throated mariachi singing that would fit right in at Mexico City's Garibaldi Square — ground zero for mariachi.",Tlaxiaco,17.268751,-97.679629,"Fri, 13 Jan 2017 11:26:00 -0500",853bfe06-28f7-447a-8af1-df516c82bf69,https://media.npr.org/assets/img/2017/01/13/liladowns_npr_wide-e4c3dbbc4a2811017944f363b5a35daa8767224e.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2017/01/20170113_ascvid_liladownsvidpodcast-n.mp4?orgId=1&d=1333&p=510292&story=509671339&t=podcast&e=509671339&ft=pod&f=510292
Donny McCaslin,"Hear McCaslin, the saxophonist and bandleader whose group backed David Bowie on <em>Blackstar</em>, near the anniversary of that album's release. Selections include an instrumental take on Bowie's ""Lazarus.""",Santa Clara,37.3541079,-121.9552356,"Tue, 10 Jan 2017 11:53:00 -0500",446447e5-b17a-48d0-88b0-a41017a40e3e,https://media.npr.org/assets/img/2017/01/10/donnymccaslin_rzaldivar_wide-3b4e5bd2a271f295fdedea257d2fc2167cb3e301.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2017/01/20170106_ascvid_donnycaslinvidpodcast-n.mp4?orgId=1&d=1612&p=510292&story=509140411&t=podcast&e=509140411&ft=pod&f=510292
Pinegrove,"There's a confessional quality to the songs of Pinegrove that feels reassuring. Watch the New Jersey band squeeze four songs into a scrappy, warmhearted 13-minute set.",Montclair,40.8259007,-74.2090053,"Fri, 02 Dec 2016 09:00:15 -0500",2aa87ac2-8732-41bb-af20-ff247557651d,https://media.npr.org/assets/img/2016/11/30/pinegrove_rzaldivar_wide-2cb0f40ef5884de68fefffd8604e7ababdcfcd8f.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2016/11/20161130_ascvid_pinegrove-n.mp4?orgId=1&d=765&p=510292&story=503893916&t=podcast&e=503893916&ft=pod&f=510292
Tegan And Sara,"Appearing in the NPR Music offices on the eve of the 2016 elections, the Canadian pop duo crafts acoustic versions of pop anthems like ""Closer and ""Boyfriend.""",Calgary,51.0486151,-114.0708459,"Mon, 21 Nov 2016 09:44:00 -0500",ad50a5fe-9985-4cf4-9c63-9703bebfb983,https://media.npr.org/assets/img/2016/11/17/teganandsara_rzaldivar_wide-fb90e2a5a21bef2001d2b3c88a74a0930af959ae.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2016/11/20161117_ascvid_teganandsara-n.mp4?orgId=1&d=1055&p=510292&story=502482602&t=podcast&e=502482602&ft=pod&f=510292
John Paul White,"Formerly half of The Civil Wars, the singer-songwriter returns to perform three rearranged songs from his solo debut, <em>Beulah</em>.",Loretto,43.0053974,-76.136236,"Wed, 16 Nov 2016 10:25:00 -0500",a346a4ad-45a9-4813-855a-5ac302b9a85a,https://media.npr.org/assets/img/2016/11/11/johnpaulwhite_rzaldivar_wide-3279ac8f68197ace6bdb18d860ccf80a998a5119.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2016/11/20161108_ascvid_jpwhite2-n.mp4?orgId=1&d=812&p=510292&story=501710271&t=podcast&e=501710271&ft=pod&f=510292
Joseph,"The trio's sound has grown to include elements beyond sisterly harmonies and acoustic guitar. But here, Joseph strips down to its original setup, playing newer songs the way they could have been.",Portland,45.5154586,-122.6793461,"Fri, 28 Oct 2016 10:04:00 -0400",c2f41f93-ece5-4239-b280-d9c594eae417,https://media.npr.org/assets/img/2016/10/26/joseph_charbage_wide-ce0d88c942fb88e95c4a3876a862d51700e06333.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2016/10/20161025_ascvid_joseph2-n.mp4?orgId=1&d=674&p=510292&story=499494893&t=podcast&e=499494893&ft=pod&f=510292
Drive-By Truckers,The long-running rock band holds a mirror to the hard realities of America right now on <em>American Band</em>. Watch Drive-By Truckers' emotional performance at the NPR Music office.,Athens,37.9838096,23.7275388,"Mon, 24 Oct 2016 14:00:03 -0400",a63b4481-bd7e-40b8-b75a-50824b57231e,https://media.npr.org/assets/img/2016/10/24/drivebytruckers_npr_wide-8dc567069367bb8c1da60f0c2891e7ae15909b3f.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2016/10/20161021_ascvid_drivebytruckers-n.mp4?orgId=1&d=982&p=510292&story=499150936&t=podcast&e=499150936&ft=pod&f=510292
Billy Bragg & Joe Henry,"Performing songs they recorded on a recent train journey across the U.S., the two songwriters celebrate the romance and vitality of the modern railroad.",Barking,51.536563,0.075766,"Thu, 20 Oct 2016 16:38:00 -0400",cab1223d-9d71-4d21-9583-e481782da11f,https://media.npr.org/assets/img/2016/10/17/bragghenry_charbage_wide-10a1bcdb0d6aae581a0e00d50706f9f5f406d063.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2016/10/20161017_ascvid_bragghenry-n.mp4?orgId=1&d=782&p=510292&story=498248743&t=podcast&e=498248743&ft=pod&f=510292
RDGLDGRN,"The D.C.-area band crafts a striking mix of rock, hip-hop, funk, go-go and Brazilian sounds, fused with energy and humor.",Reston,38.9586307,-77.3570028,"Mon, 17 Oct 2016 10:28:00 -0400",130188af-f4be-44eb-9fe9-871dedc48ac8,https://media.npr.org/assets/img/2016/10/13/rdgldgrn_npr_wide-8a4a590b915aba25247fc3464450b2601b33643b.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2016/10/20161013_ascvid_rdgldgrn-n.mp4?orgId=1&d=724&p=510292&story=497818226&t=podcast&e=497818226&ft=pod&f=510292
Big Thief,"The band's songs exude muscular warmth, with lyrics that are both memorable and meaningful. Watch Big Thief perform three songs from <em>Masterpiece</em>, recorded live in the NPR Music offices.",Brooklyn,40.6781784,-73.9441579,"Mon, 29 Aug 2016 14:03:00 -0400",210cce63-1c3a-4fae-8989-51dd4528d799,https://media.npr.org/assets/img/2016/08/29/bigthief_rwallau_wide-9cc262cc91fd4bedb9a8023af1dc93ff2c6b67bb.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2016/08/20160829_ascvid_bigthiefvidpodcast-n.mp4?orgId=1&d=569&p=510292&story=491806641&t=podcast&e=491806641&ft=pod&f=510292
Eddie Palmieri,"An icon for both modern and Latin jazz, the veteran performer continues to break tradition and innovate within many musical styles, including salsa, fusion, Latin funk and more.",The Bronx,40.8447819,-73.8648268,"Fri, 19 Aug 2016 09:40:00 -0400",74daf07e-4ca6-4b14-8cc8-107d2f7276e3,https://media.npr.org/assets/img/2016/08/18/eddiepalmieri_rwallau_wide-62eaff82ff5a21ec8be04f54470ace9d46dd4b26.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2016/08/20160818_ascvid_eddiepalmierividpodcast-n.mp4?orgId=1&d=926&p=510292&story=490485066&t=podcast&e=490485066&ft=pod&f=510292
Anderson .Paak & The Free Nationals,"Watch the invigorating, genre-busting bandleader, drummer, singer and rapper perform four songs — three from this year's <em>Malibu</em>, plus one surprising audience request.",Oxnard,34.1975048,-119.1770516,"Mon, 15 Aug 2016 14:16:00 -0400",5dedaa2b-9302-4415-9e44-12a890c87c81,https://media.npr.org/assets/img/2016/08/12/andersonpaak_crobert_wide-92a3c2a29696f995ac8eb0c3a0955e23ecf2a996.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2016/08/20160812_ascvid_andersonpaakvidpodcast-n.mp4?orgId=1&d=952&p=510292&story=489828111&t=podcast&e=489828111&ft=pod&f=510292
The Jayhawks,"The beloved band displays its signature country-tinged rock and close harmonies in four stripped-down songs from its newest album, <em>Paging Mr. Proust</em>.",Minneapolis,44.977753,-93.2650108,"Mon, 08 Aug 2016 14:00:03 -0400",32081d4c-2e2b-4dbf-8d0d-3eefd40bc200,https://media.npr.org/assets/img/2016/08/08/thejayhawks_rwallau_wide-2604a79cd515ddeabd8294db08535e8aa269ada0.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2016/08/20160808_ascvid_jayhawks-n.mp4?orgId=1&d=925&p=510292&story=489185792&t=podcast&e=489185792&ft=pod&f=510292
Rachel Barton Pine,"Watch the genial violinist commune with nearly 300-year-old music by J.S. Bach, played on an instrument built during the composer's heyday.",Chicago,41.8781136,-87.6297982,"Fri, 05 Aug 2016 09:00:01 -0400",2bacb96e-4e97-491d-bffc-9f161b7ebee2,https://media.npr.org/assets/img/2016/08/02/rachelbartonpine_charbage_wide-cf43190e558f8e5908b6d68da796c80967c123bd.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2016/08/20160802_ascvid_rachelbpvidpodcast-n.mp4?orgId=1&d=788&p=510292&story=488395139&t=podcast&e=488395139&ft=pod&f=510292
Kevin Morby,"The singer, known for his work in the bands Woods and The Babies, performs carefully crafted songs with powerful lyrics. Morby released his new album, <em>Singing Saw</em>, earlier this year.",Lubbock,33.5778631,-101.8551665,"Mon, 01 Aug 2016 14:00:29 -0400",9a420b49-799f-4ee8-939e-2f208e79fa52,https://media.npr.org/assets/img/2016/08/01/kevinmorby_rwallau2_wide-51c782b534b27dffd8185f7b2c58dd82947a6e2f.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2016/08/20160801_ascvid_kevinmorbyvidpodcast-n.mp4?orgId=1&d=741&p=510292&story=488239572&t=podcast&e=488239572&ft=pod&f=510292
Lucy Dacus,"The Virginia musician writes songs that can be thoughtful, playful and powerful, with tremendous arrangements from guitarist Jacob Blizard. Watch Dacus and her band perform three songs from <em>No Burden</em>.1",Richmond,37.5407246,-77.4360481,"Fri, 29 Jul 2016 11:56:00 -0400",04c9efec-7503-4975-9957-e56a0478ab83,https://media.npr.org/assets/img/2016/07/29/lucydacus_charbage2_wide-720eb09208c09542a60269f9b6491da6b7434d90.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2016/07/20160728_ascvid_lucydacus-n.mp4?orgId=1&d=661&p=510292&story=487926408&t=podcast&e=487926408&ft=pod&f=510292
Gregory Porter,"Watch an entrancing set by the decorated soul singer, who'd visited NPR on a difficult day. Porter's music can be serious and heartwarming, but it never loses its sense of wonder and delight.",Sacramento,38.5815719,-121.4943996,"Mon, 18 Jul 2016 14:01:00 -0400",2a3a183b-1f18-41ee-8b70-e1f646a3802a,https://media.npr.org/assets/img/2016/07/18/gregoryporter_bboilen2_wide-7372a46d24b326a60b0050866818476d85fb7b69.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2016/07/20160718_ascvid_gregoryporter-n.mp4?orgId=1&d=1045&p=510292&story=486490155&t=podcast&e=486490155&ft=pod&f=510292
