title,description,pubDate,guid,imgLink,actURL
Liniker e os Caramelows,"Liniker e os Caramelows are from Brazil but steeped in the tradition of soul from here in the U.S. Watching this performance is to witness a spell being cast, note-by-note.","Mon, 29 Oct 2018 11:24:00 -0400",54cd841d-bac5-4222-9134-d9b6bfeb7069,https://media.npr.org/assets/img/2018/10/29/liniker-e-os-caramelows_wide-df29ec45dcd2359d80a69b4d1adb5e96b6cd430f.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/10/20181025_ascvid_linikereoscaramelowspodcast_1-n.mp4?orgId=1&d=1132&p=510292&story=661772827&t=podcast&e=661772827&ft=pod&f=510292
Jim James,"A single voice can send a powerful message - and that's just what Jim James did at the Tiny Desk, with just his voice and an acoustic guitar.","Mon, 29 Oct 2018 11:07:00 -0400",ed980d7f-d8da-4350-9f8a-4baed5919e4f,https://media.npr.org/assets/img/2018/10/29/jim-james-mcook_wide-a7779277dee3b58541fb66130edbea0179ea2851.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/10/20181023_ascvid_jimjamespodcast-n.mp4?orgId=1&d=691&p=510292&story=661765365&t=podcast&e=661765365&ft=pod&f=510292
Cautious Clay,"The charismatic singer and saxophonist brought a group of longtime friends to play a warm, thoughtful and chill set at the Tiny Desk.","Wed, 24 Oct 2018 09:40:00 -0400",f6703c95-2be8-4fbe-8841-ec049c5cc5fd,https://media.npr.org/assets/img/2018/10/24/cautiousclay_ebogle_wide-562dfb58402a5e0b29ea0db39be1df5ea138433d.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/10/20181023_ascvid_claypodcast-n.mp4?orgId=1&d=826&p=510292&story=660161282&t=podcast&e=660161282&ft=pod&f=510292
Chromeo,"The self-proclaimed ""Funklordz"" normally perform as a duo, but played with a live band for the first time at the Tiny Desk.","Mon, 22 Oct 2018 09:37:00 -0400",97838b48-14d1-4302-bae8-bf9887bcd049,https://media.npr.org/assets/img/2018/10/22/chromeo_cpollack_wide-c4db38172ba44b33edf540146927716325c4d20c.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/10/20181018_ascvid_chromeopodcast-n.mp4?orgId=1&d=1082&p=510292&story=659465663&t=podcast&e=659465663&ft=pod&f=510292
Alfredo Rodríguez,The Cuban pianist thrilled the NPR office with an intense performance that was as melodic as it was rhythmic.,"Mon, 22 Oct 2018 09:36:00 -0400",ad15fa01-d9da-4873-81fe-ff22be7f5646,https://media.npr.org/assets/img/2018/10/22/alfredorodrigueztrio_cameron-pollack_wide-dcdd9791dde22a81581b5da066d0b147e86e69a2.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/10/20181017_ascvid_alfredorodriguezpodcast-n.mp4?orgId=1&d=1140&p=510292&story=659465422&t=podcast&e=659465422&ft=pod&f=510292
Florence + the Machine,"""I'm sorry I'm shy,"" Florence Welch told the crowd of NPR family and friends gathered for her Tiny Desk performance. ""If this was a big gig, I'd probably be climbing all over here and running around.""","Wed, 17 Oct 2018 11:03:00 -0400",8f6da810-76c8-4f8c-bfed-487122bb4f2a,https://media.npr.org/assets/img/2018/10/17/florence_hkim1_wide-4d8ba903d344c1d09713b2d616fe97dbe9474fcf.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/10/20181015_ascvid_florencepodcast-n.mp4?orgId=1&d=857&p=510292&story=658127290&t=podcast&e=658127290&ft=pod&f=510292
Café Tacvba,The pioneering Mexican band recreates the adventurous musical energy of their massive stadium shows behind Bob Boilen's desk.,"Mon, 15 Oct 2018 09:18:00 -0400",7cd7ebc8-d794-4fb7-acd2-8fbea8ca0562,https://media.npr.org/assets/img/2018/10/15/cafe_cpollock_wide-384928c7b1bcbb0d70bfaf8d940f4cb6f2b261bb.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/10/20181011_ascvid_cafepodcast-n.mp4?orgId=1&d=1147&p=510292&story=657460421&t=podcast&e=657460421&ft=pod&f=510292
Big Boi,"The OutKast star performs ""So Fresh, So Clean,"" ""The Way You Move"" and his solo single ""All Night"" with the help of singer Sleepy Brown and an eight-member backing band.","Wed, 10 Oct 2018 10:58:00 -0400",b53b59d3-ac37-439a-b487-4f4a5d7b49e6,https://media.npr.org/assets/img/2018/10/10/bigboi_msmith_wide-d8e9616a5363a7b27a3ec5c6d5e43b43ee6a5159.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/10/20181005_ascvid_bigboipodcast-n.mp4?orgId=1&d=778&p=510292&story=656160476&t=podcast&e=656160476&ft=pod&f=510292
Cory Henry,"Henry and his band would have sounded right at home on Stax Records in the '70s — no small accomplishment. Watch them perform three funky, soulful jams.","Fri, 05 Oct 2018 09:12:00 -0400",1a96a34b-4215-4652-ae52-278c48a42014,https://media.npr.org/assets/img/2018/10/05/coryhenry-charbage_wide-f4dbea7615a1f355bfa50161e8d23f1ea89f705c.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/10/20181004_ascvid_coryhenrypodcast-n.mp4?orgId=1&d=1427&p=510292&story=654729752&t=podcast&e=654729752&ft=pod&f=510292
Saba,"Before embarking on a tour of Australia and Asia, the Chicago native brought the squad that helped make <em>Care For Me</em> one of 2018's best — along with a very special guest.","Mon, 01 Oct 2018 09:23:00 -0400",32c2d595-3f1f-4c0b-a77d-7d8f0171b86b,https://media.npr.org/assets/img/2018/10/01/saba_msmith_wide-15914d3bdcab3936984706b9c864fc3c152e61a3.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/09/20180928_ascvid_sabapodcast-n.mp4?orgId=1&p=510292&story=653284275&t=podcast&e=653284275&ft=pod&f=510292
Cécile McLorin Salvant,"The jazz singer, who used to be into radical feminist punk, now composes and sings beautiful jazz ballads.","Tue, 25 Sep 2018 14:07:00 -0400",6a896434-e6a0-4b81-bcb3-25d1358595ae,https://media.npr.org/assets/img/2018/09/25/ce-cilemclorinsalvant-sclark_wide-da36635c985342b443c3526345bcce3601794d64.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/08/20180824_ascvid_cecillepodcast-n.mp4?orgId=1&d=1107&p=510292&story=651497016&t=podcast&e=651497016&ft=pod&f=510292
Anthony Roth Costanzo,"Watch the ambitious countertenor sing music that spans more than 250 years, connecting the dots between David Byrne, George Frideric Handel and Philip Glass.","Fri, 21 Sep 2018 10:48:00 -0400",11b92baa-43f2-4aa3-a24e-1027a8948878,https://media.npr.org/assets/img/2018/09/21/anthonycostanzo_msmith_wide-751e99cdfbcdf7954dea99efd1a26bcabd5ebe82.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/09/20180920_ascvid_anthonycostanzopodcast-n.mp4?orgId=1&d=1060&p=510292&story=650438704&t=podcast&e=650438704&ft=pod&f=510292
Julie Byrne,Julie Byrne's transporting music can turn the ordinary into the extraordinary.,"Wed, 19 Sep 2018 15:27:00 -0400",20c5b9d9-61d9-424a-851c-ffd7deaece67,https://media.npr.org/assets/img/2018/09/19/juliebyrne_msmith_wide-7a20eacc14c8518089525821e4e50c1ef8bb6524.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/09/20180918_ascvid_juliepodcast-n.mp4?orgId=1&d=890&p=510292&story=649604147&t=podcast&e=649604147&ft=pod&f=510292
Smif-N-Wessun,"Brooklyn-bred hip-hop duo Smif-N-Wessun – consisting of partners in rhyme, Steele and Tek – illuminated the Tiny Desk with their signature, 80-proof poetry: straight, no chaser.","Mon, 17 Sep 2018 11:55:00 -0400",bdf2ce06-f368-43eb-960e-17b477a4930b,https://media.npr.org/assets/img/2018/09/17/smif-n-wessun-eattar_wide-86b88973e33dbd390822b6691d08b538bd69928b.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/09/20180914_ascvid_smifpodcast-n.mp4?orgId=1&d=860&p=510292&story=648734818&t=podcast&e=648734818&ft=pod&f=510292
GoGo Penguin,"This trio has become a reference point of their own for new school instrumentalists, a coveted achievement for any jazz group, though their appeal stretches far outside the jazz ecosystem.","Mon, 17 Sep 2018 11:54:00 -0400",a3109fd3-957d-4a36-87ac-06de3b93319d,https://media.npr.org/assets/img/2018/09/17/gogopenguin-sclark_wide-b5a2a128ea6a32b7ea9e9a27efc1f1cbf386bf0c.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/09/20180913_ascvid_gogopenguinpodcast-n.mp4?orgId=1&d=1100&p=510292&story=648734286&t=podcast&e=648734286&ft=pod&f=510292
Hobo Johnson and The Lovemakers,"While this Sacramento, Calif. band didn't win this year's Tiny Desk contest, their video entry, for the song ""Peach Scones,"" was among the more memorable we've ever seen.","Thu, 13 Sep 2018 10:44:00 -0400",2c13e058-2bba-4fdc-b690-abe2f4c82ece,https://media.npr.org/assets/img/2018/09/13/hobo_jpoole_wide-04d40f96ff56fa43ecf124b7f30dc008a63ac50c.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/09/20180911_ascvid_hobopodcast-n.mp4?orgId=1&d=936&p=510292&story=647403427&t=podcast&e=647403427&ft=pod&f=510292
Jupiter & Okwess,"Jupiter Bokondji and his band Okwess play music that feels both African and American, with Jupiter's early musical tastes inspired by The Jackson 5, James Brown and the sounds of Motown.","Mon, 10 Sep 2018 09:42:00 -0400",3dd91e18-5333-4930-9b9a-e162bf549d3d,https://media.npr.org/assets/img/2018/09/10/jupiterandokwess-sclark_wide-c2f840fcd179d74481f3c13e9374430123db773e.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/09/20180906_ascvid_jupiterpodcast-n.mp4?orgId=1&d=757&p=510292&story=646269541&t=podcast&e=646269541&ft=pod&f=510292
Kalbells,"The band makes life-affirming music that singer Kalmia Traver created over the past few years, filled with the triumph of being cancer free.","Wed, 05 Sep 2018 14:47:00 -0400",8fae4db8-a7ba-440b-b83e-f0dc8f415941,https://media.npr.org/assets/img/2018/09/05/kalbells-sclark_wide-051a9f105130ba4171ff753541c9c55f7c0b759d.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/09/20180904_ascvid_kalbellspodcast-n.mp4?orgId=1&d=867&p=510292&story=644927710&t=podcast&e=644927710&ft=pod&f=510292
George Li,"Watch the young Harvard grad dispatch some of the most ""knuckle-busting"" piano repertoire with uncommon panache and precision.","Tue, 04 Sep 2018 09:36:00 -0400",37c987a7-d6d3-41e4-968c-2e3561962877,https://media.npr.org/assets/img/2018/09/04/georgeli_elee_wide-126cc3ad9d6ae2026988ba6573183d11b7310108.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/0?orgId=1&p=510292&story=644493978&t=podcast&e=644493978&ft=pod&f=510292
Tech N9ne Feat. Krizz Kaliko: Tiny Desk Concert,Two of Kansas City's finest — and indie hip-hop's trailblazers — deliver a dose of Strange Music.,"Wed, 29 Aug 2018 09:44:00 -0400",47587e49-b3ec-41e4-829e-8aa61dfd0456,https://media.npr.org/assets/img/2018/08/29/techn9ne-elee-1_wide-34f18409bfd689ad482524a0ad92fecbba91af95.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/08/20180828_ascvid_techn9nepodcast-n.mp4?orgId=1&d=876&p=510292&story=642930051&t=podcast&e=642930051&ft=pod&f=510292
T.I.,"In the fifteen years since he released <em>Trap Muzik</em>, Tip Harris has reinvented himself a thousand times over. But the stories he recounts from that era make his Tiny Desk a memorable one.","Mon, 27 Aug 2018 08:57:00 -0400",28d07764-716e-4e5f-ad75-72c18f7d37f8,https://media.npr.org/assets/img/2018/08/27/ti_eattar_wide-837082897d10a8ea0ce292aaf962f17a7127f126.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/08/20180824_ascvid_tipodcast-n.mp4?orgId=1&d=537&p=510292&story=642200400&t=podcast&e=642200400&ft=pod&f=510292
Dermot Kennedy,"Backed for the first time ever by members of the Howard Gospel Choir, the Irish singer-songwriter shows off a voice built to fill stadiums in more ways than one.","Mon, 27 Aug 2018 08:56:00 -0400",152a8702-de04-4eee-a1a9-ae629055503c,https://media.npr.org/assets/img/2018/08/27/dermot_eattar_wide-6cf527200f1d01f5a3fcc61a607881eb09da9aed.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/08/20180823_ascvid_dermotpodcast-n.mp4?orgId=1&d=825&p=510292&story=642200228&t=podcast&e=642200228&ft=pod&f=510292
Camp Cope,"The Australian band uses tiny moments of introspection to illuminate life's bewildering, terrifying, isolating aspects — especially as they apply to women.","Wed, 22 Aug 2018 14:23:00 -0400",d139260b-bc5a-440e-9551-b9b7986698f3,https://media.npr.org/assets/img/2018/08/22/campcope-eattar1_wide-2e8e4191dd5c24070f773f8a6ef9500784db939f.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/08/20180821_ascvid_campcopepodcastnew-n.mp4?orgId=1&d=821&p=510292&story=640945982&t=podcast&e=640945982&ft=pod&f=510292
Yo-Yo Ma,"Watch the 19-time Grammy winner return to his lifelong passion for J.S. Bach, playing music from the Cello Suites and offering advice on the art of incremental learning.","Fri, 17 Aug 2018 09:27:00 -0400",b27e8631-547c-4594-80c6-9a1d77ad64fb,https://media.npr.org/assets/img/2018/08/17/yoyoma-sclark_wide-19f433b5ec530ed71c391e145e2abba03d313371.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/08/20180816_ascvid_yoyopodcast-n.mp4?orgId=1&d=744&p=510292&story=638141469&t=podcast&e=638141469&ft=pod&f=510292
Erykah Badu,"The singer's performance at the Tiny Desk was an almost spiritual experience, leaving many at the NPR Music offices in awe.","Wed, 15 Aug 2018 09:18:00 -0400",287a6ae2-9618-48af-b330-ff16d3c32caf,https://media.npr.org/assets/img/2018/08/15/badu_mns_new_wide-a4a4e590c3294d9858c0cf2f169ba250946680da.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/08/20180813_ascvid_erykahpodcast-n.mp4?orgId=1&d=923&p=510292&story=638841410&t=podcast&e=638841410&ft=pod&f=510292
Tower Of Power,"Even from its beginnings in late-60s Oakland, the band has always stood out. Fifty years later, its devotion to classic horn-driven soul remains unmatched, its passion and precision unchanged.","Mon, 13 Aug 2018 08:57:00 -0400",57b364e8-1083-456c-821f-7d581df60a05,https://media.npr.org/assets/img/2018/08/13/tower_sclarke_wide-11361b2f6a57325b2d93666d5040473231464a65.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/08/20180810_ascvid_towerpodcast-n.mp4?orgId=1&d=1138&p=510292&story=638140657&t=podcast&e=638140657&ft=pod&f=510292
DAWN,"DAWN has a breathless enthusiasm for shape-shifting pop music. She strips three songs to just the essentials, illuminating the impeccable songwriting behind her wild combination of sounds.","Fri, 10 Aug 2018 08:17:00 -0400",41639bb6-019a-41c5-b382-e64c8e46f744,https://media.npr.org/assets/img/2018/08/10/dawn_eattar_wide-14fd49109e6b4890a10c460d224f92ecc1e2ad0e.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/08/20180808_ascvid_dawnpodcast.mp4?orgId=1&d=698&p=510292&story=637425356&t=podcast&e=637425356&ft=pod&f=510292
Mac Miller,"Mac Miller reflects on his journey's peaks and valleys in a boisterous set of songs from <em>Swimming</em>, featuring special guest Thundercat on ""What's the Use?""","Mon, 06 Aug 2018 15:32:00 -0400",8d7ea534-6aed-40ef-ab1d-4675dd92271b,https://media.npr.org/assets/img/2018/08/06/macmiller_eattar1_wide-0a9de33b0d1339f58d359a04f8363be3aaa465a3.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/08/20180803_ascvid_macmillerpodcast-n.mp4?orgId=1&d=1044&p=510292&story=636086190&t=podcast&e=636086190&ft=pod&f=510292
Haley Heynderickx,One of our favorite new artists of 2018 visits the Tiny Desk.,"Fri, 03 Aug 2018 12:00:00 -0400",cc42f8cb-4d49-4551-9ec2-61bfe1e1b841,https://media.npr.org/assets/img/2018/08/03/haleyheynderickx-elee_wide-474f7e3296bb4ceb44898c81ef94e29922c4b309.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/08/20180802_ascvid_haleypodcast-n.mp4?orgId=1&d=1046&p=510292&story=635325035&t=podcast&e=635325035&ft=pod&f=510292
The Del McCoury Band,"Del McCoury has been performing, and updating, his take on bluegrass for some 60 years. At the Tiny Desk, he brought three traveling songs and some good yarns to share from his ample time on the road.","Wed, 01 Aug 2018 10:32:00 -0400",ff5095de-a2a1-4251-a970-8ab6450cc088,https://media.npr.org/assets/img/2018/08/01/delmccoury-samanthaclark_wide-427752ffc85f5f12f1649cdb6bb0552b124faa24.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/08/20180801_ascvid_delmccourypodcast-n.mp4?orgId=1&d=1166&p=510292&story=634551598&t=podcast&e=634551598&ft=pod&f=510292
Flasher,"The precise serrations of Washington, D.C. band Flasher get softened for a visit to the Tiny Desk — their vocals, normally side-by-side rushing electric instruments, get the center stage treatment.","Tue, 31 Jul 2018 09:50:00 -0400",5b761dfc-40bd-47e8-b361-6ccc73220121,https://media.npr.org/assets/img/2018/07/31/flasher_eattar_wide-aaadcae9aee07fff717dd7cd4650d466a53fa73e.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/07/20180725_ascvid_flasherpodcast-n.mp4?orgId=1&d=636&p=510292&story=634264469&t=podcast&e=634264469&ft=pod&f=510292
Lalah Hathaway,The veteran singer showcases her soaring powerfully expressive voice in a performance that bridges several generations of classic soul.,"Wed, 25 Jul 2018 08:59:00 -0400",0f126642-cd46-4062-b068-6b86f59203cd,https://media.npr.org/assets/img/2018/07/25/lalahhathaway-eattar_wide-a12604fc01870a3a50607b7977e7fb087373f252.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/07/20180724_ascvid_lalahpodcast-n.mp4?orgId=1&d=686&p=510292&story=632219462&t=podcast&e=632219462&ft=pod&f=510292
The King's Singers,The storied vocal ensemble brings close harmony singing to a diverse set list that includes a Beatles tune and a bawdy madrigal from the 1500s.,"Mon, 23 Jul 2018 09:38:00 -0400",592e2c47-66ba-4460-a57d-1057a4eed6b4,https://media.npr.org/assets/img/2018/07/23/kings_eattar_wide-5e2fda2db13769c1d106f40522261e60d62721f3.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/07/20180720_ascvid_kingsandsingerpodcast-n.mp4?orgId=1&d=1078&p=510292&story=631480650&t=podcast&e=631480650&ft=pod&f=510292
Ólafur Arnalds,"The Icelandic composer is joined by two ""ghost"" pianists, making mysterious and memorable music at the Tiny Desk.","Thu, 19 Jul 2018 13:00:19 -0400",cd073b75-d24f-4fbb-ac92-460700f1a378,https://media.npr.org/assets/img/2018/07/19/olafurarnalds-elee_wide-fad2b06a109fe61b0ecff4b9bc0ad7cf7bd06dc7.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/07/20180718_ascvid_olafurarnaldspodcast-n.mp4?orgId=1&d=976&p=510292&story=630475348&t=podcast&e=630475348&ft=pod&f=510292
The Midnight Hour,A Tribe Called Quest's Ali Shaheed Muhammad and composer Adrian Younge brought their <em>Luke Cage</em>-inspired collaboration to the Tiny Desk.,"Wed, 18 Jul 2018 09:03:00 -0400",9b2bbcfd-cc9d-4375-b3c0-dc24fc9c2ef1,https://media.npr.org/assets/img/2018/07/18/midnight-msn_wide-4c54e4d6333430c07548253217854baf66d56a91.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/07/20180717_ascvid_adrianyounge_ali_shaheedmuhammad_podcast_1-n.mp4?orgId=1&d=895&p=510292&story=630051342&t=podcast&e=630051342&ft=pod&f=510292
Mumu Fresh Feat. Black Thought & DJ Dummy,Occasionally a new voice emerges so rich in experience that the only way to describe it is old soul.,"Wed, 11 Jul 2018 09:12:00 -0400",65df9a49-c28e-4e16-9cad-c1fba6506cbd,https://media.npr.org/assets/img/2018/07/11/mumu_morgan_wide-b457747e018c84f85fdc0ffeae83a26eff3f69c8.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/07/20180710_ascvid_mumufreshpodcast-n.mp4?orgId=1&d=1416&p=510292&story=627975015&t=podcast&e=627975015&ft=pod&f=510292
Rev. Sekou And The Seal Breakers,"Rev. Sekou and the Seal Breakers gave one of the most rousing Tiny Desks we've ever had, opening with one question: ""Do you want to get free?""","Tue, 10 Jul 2018 12:23:00 -0400",bd3637b1-411e-4734-b2f5-e1a6d312a01f,https://media.npr.org/assets/img/2018/07/10/rev_elee_wide-07434b95cbbcecda2425e94068465acb4cbdc9fb.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/07/20180709_ascvid_revsekoupodcast-n.mp4?orgId=1&d=1222&p=510292&story=627691354&t=podcast&e=627691354&ft=pod&f=510292
Frédéric Yonnet With Special Guest Dave Chappelle,"Come for the jokes, stay for the French harmonica player who's toured with Stevie Wonder, Prince and Ed Sheeran.","Mon, 09 Jul 2018 09:38:00 -0400",8f59197e-c53a-4e0c-a451-a18ad55f5d83,https://media.npr.org/assets/img/2018/07/09/fredyonnet_charbage_wide-5dd8977ca58a9b090a000be670bd0315c82ed0e6.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/07/20180703_ascvid_fredpodcasts-n.mp4?orgId=1&p=510292&story=627240922&t=podcast&e=627240922&ft=pod&f=510292
PJ Morton,New Orleans' native son brought his musical <em>Gumbo</em> — and a 10-piece orchestra — to the Tiny Desk for some well-seasoned soul and a lesson in creative freedom.,"Mon, 02 Jul 2018 09:24:00 -0400",51ece4cc-5400-4c7e-925e-f18f86ba53b9,https://media.npr.org/assets/img/2018/07/02/pjmorton-eattar_wide-e109c34bae8899bfba580c377d1ad092ab088a72.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/06/20180629_ascvid_pjmortonpodcast-n.mp4?orgId=1&p=510292&story=625298436&t=podcast&e=625298436&ft=pod&f=510292
Golden Dawn Arkestra,"Join the ""Children of the Sun"" - or sit back and enjoy the spectacle - in this Tiny Desk experience.","Fri, 29 Jun 2018 11:07:00 -0400",ff7b6f39-b09c-46bc-9f25-03a9e1c4d78b,https://media.npr.org/assets/img/2018/06/29/goldendawn_eattar_wide-e01ce629c8afc860e0ab7084903c8369a2b0b995.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/06/20180628_ascvid_goldendawnpodcast-n.mp4?orgId=1&p=510292&story=624643583&t=podcast&e=624643583&ft=pod&f=510292
Dave Matthews,"The star sheds his band for a warm, winning, utterly game, happily overstuffed five-song performance of songs from across his long career.","Wed, 27 Jun 2018 10:39:00 -0400",9a54d5d4-36b9-4dbb-9612-8fdebde3f641,https://media.npr.org/assets/img/2018/06/27/davematthews-sclark_wide-021aa7ae0cbb38a9b6964e66cc41acb19252e0ef.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/06/20180626_ascvid_davematthewspodcast-n.mp4?orgId=1&p=510292&story=623847870&t=podcast&e=623847870&ft=pod&f=510292
Rakim,"Watch the New York rap icon perform ""Paid In Full"" and ""Know The Ledge,"" as well as a new song for Marvel's <em>Luke Cage</em>, at the Tiny Desk.","Mon, 25 Jun 2018 08:55:00 -0400",ab23c5b9-8835-4c87-b880-644032a92e1b,https://media.npr.org/assets/img/2018/06/25/rakim-eattar_wide-0fec6828abc3f95bd9541963f6bad25f63486bb6.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/06/20180622_ascvid_rakimpodcast-n.mp4?orgId=1&p=510292&story=623150793&t=podcast&e=623150793&ft=pod&f=510292
From The Top,"A handful of teenagers, and a 12-year-old violinist, from the radio show <em>From the Top</em>, give sparkling performances, proving there's a bright future for classical music.","Fri, 22 Jun 2018 10:25:00 -0400",0a2bdcd3-5959-4b92-86da-9234843249c3,https://media.npr.org/assets/img/2018/06/22/fromthetop_eattar_wide-1efac21b3dcff8d9f724fddad3a1a203b5eb1b13.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/06/20180621_ascvid_fromthetoppodcast-n.mp4?orgId=1&p=510292&story=622534364&t=podcast&e=622534364&ft=pod&f=510292
The Messthetics,"The bassist and drummer from D.C.'s pioneering punk band Fugazi join guitarist Anthony Pirog for a set of thrilling, sometimes loud and frenetic instrumentals.","Wed, 20 Jun 2018 09:42:00 -0400",3355c7ba-c2d7-4e68-9b6a-d6cc691ad4a4,https://media.npr.org/assets/img/2018/06/20/messthetics_msmith_wide-44659ad583d4fb000a6f54820ff623f2094d9da4.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/06/20180619_ascvid_messtheticspodcast-n.mp4?orgId=1&p=510292&story=621772240&t=podcast&e=621772240&ft=pod&f=510292
Khalid,"Watch the 20-year-old star perform acoustic versions of ""Location,"" ""Saved"" and ""Young Dumb & Broke.""","Mon, 18 Jun 2018 09:46:00 -0400",1f60e998-edc7-4a40-a8e7-1ceeb2dbe857,https://media.npr.org/assets/img/2018/06/18/khalid_eattar_wide-96cdb2bdb8a64d6e233aa63a2c45496b12722d0c.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/06/20180614_ascvid_khalidpodcast-n.mp4?orgId=1&p=510292&story=620994098&t=podcast&e=620994098&ft=pod&f=510292
Yissy García & Bandancha,Come for one of Havana's most talented acts. Stay for García's incredible mohawk.,"Mon, 18 Jun 2018 09:45:00 -0400",516564ae-da51-41b7-be8d-c381944bdf69,https://media.npr.org/assets/img/2018/06/18/yissy_eattar_wide-979688e9c17e1e2437d049fea82f289f01eeaebf.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/06/20180614_ascvid_yissypodcast-n.mp4?orgId=1&p=510292&story=620994031&t=podcast&e=620994031&ft=pod&f=510292
